lat,lon,dist_to_canal_m
13.530303,100.851515,108.29906300244653
13.530303,100.857576,7.620185350155977
13.530303,100.863636,35.965292061484504
13.530303,100.869697,23.867926995041536
13.530303,100.875758,46.91650437943566
13.530303,100.881818,86.68085897436934
13.530303,100.887879,36.82088849348237
13.530303,100.893939,176.63658231114806
13.530303,100.9,72.37875135408463
13.535354,100.3,1345.863049489421
13.535354,100.306061,671.6937519664227
13.535354,100.312121,38.27945674984617
13.535354,100.318182,96.80811809477186
13.535354,100.324242,125.90943613577981
13.535354,100.330303,101.55219639694384
13.535354,100.336364,83.23175677724697
13.535354,100.342424,143.143651939134
13.535354,100.348485,80.67811612061493
13.535354,100.354545,70.34009283518026
13.535354,100.360606,85.42147725561935
13.535354,100.366667,102.08532060403543
13.535354,100.372727,66.7990730838394
13.535354,100.378788,79.20331556400846
13.535354,100.384848,152.77403819417376
13.535354,100.390909,238.78891800317325
13.535354,100.39697,289.4521983094166
13.535354,100.40303,375.390927359488
13.535354,100.409091,387.3734134469741
13.535354,100.415152,139.559681912482
13.535354,100.421212,137.85302884708207
13.535354,100.427273,46.70673339220735
13.535354,100.433333,258.4823372877245
13.535354,100.439394,205.3451157068574
13.535354,100.445455,18.287152081190445
13.535354,100.451515,91.12932679837861
13.535354,100.457576,127.96500894070027
13.535354,100.463636,196.24109024048684
13.535354,100.469697,103.84477235115041
13.535354,100.475758,235.46122545977178
13.535354,100.481818,108.11903236845929
13.535354,100.487879,223.86991101075122
13.535354,100.493939,247.19978624461905
13.535354,100.5,194.9492726035266
13.535354,100.506061,31.05213684203176
13.535354,100.512121,572.7841103434189
13.535354,100.518182,319.7544442960943
13.535354,100.524242,338.7313740419013
13.535354,100.530303,35.40190407026244
13.535354,100.536364,366.6387675679956
13.535354,100.542424,115.76489440415477
13.535354,100.548485,201.83620145686223
13.535354,100.554545,90.64347394859973
13.535354,100.560606,46.879098964784134
13.535354,100.566667,187.10571552633954
13.535354,100.572727,137.06148139848142
13.535354,100.578788,366.9314704943963
13.535354,100.584848,847.9649041540074
13.535354,100.590909,859.5054575238429
13.535354,100.59697,804.435781096016
13.535354,100.60303,1098.903455645518
13.535354,100.609091,500.0420512407408
13.535354,100.615152,449.54614113682993
13.535354,100.621212,419.9598147872487
13.535354,100.627273,73.96399116156384
13.535354,100.633333,409.2746111540124
13.535354,100.639394,548.8987110180767
13.535354,100.645455,523.9045354374257
13.535354,100.651515,975.0656193885884
13.535354,100.657576,390.37041381610413
13.535354,100.663636,62.663926482504166
13.535354,100.669697,257.7064977325083
13.535354,100.675758,270.1729990031394
13.535354,100.681818,124.6634529041716
13.535354,100.687879,111.2603571331932
13.535354,100.693939,200.03793592367302
13.535354,100.7,273.92568406018034
13.535354,100.706061,32.758981324130225
13.535354,100.712121,160.25702439082426
13.535354,100.718182,203.45232566540352
13.535354,100.724242,263.5475138841875
13.535354,100.730303,204.74273912244547
13.535354,100.736364,121.46699793881493
13.535354,100.742424,93.25342577783742
13.535354,100.748485,129.26893015295286
13.535354,100.754545,165.0045107549184
