lat,lon,elevation_m
13.60101,100.512121,6.0
13.60101,100.518182,2.0
13.60101,100.524242,5.0
13.60101,100.530303,1.0
13.60101,100.536364,-2.0
13.60101,100.542424,4.0
13.60101,100.548485,8.0
13.60101,100.554545,6.0
13.60101,100.560606,3.0
13.60101,100.566667,2.0
13.60101,100.572727,5.0
13.60101,100.578788,2.0
13.60101,100.584848,5.0
13.60101,100.590909,5.0
13.60101,100.59697,5.0
13.60101,100.60303,4.0
13.60101,100.609091,5.0
13.60101,100.615152,5.0
13.60101,100.621212,6.0
13.60101,100.627273,2.0
13.60101,100.633333,2.0
13.60101,100.639394,1.0
13.60101,100.645455,1.0
13.60101,100.651515,3.0
13.60101,100.657576,1.0
13.60101,100.663636,3.0
13.60101,100.669697,5.0
13.60101,100.675758,4.0
13.60101,100.681818,2.0
13.60101,100.687879,3.0
13.60101,100.693939,1.0
13.60101,100.7,-2.0
13.60101,100.706061,2.0
13.60101,100.712121,3.0
13.60101,100.718182,9.0
13.60101,100.724242,2.0
13.60101,100.730303,4.0
13.60101,100.736364,3.0
13.60101,100.742424,7.0
13.60101,100.748485,4.0
13.60101,100.754545,1.0
13.60101,100.760606,4.0
13.60101,100.766667,-2.0
13.60101,100.772727,1.0
13.60101,100.778788,6.0
13.60101,100.784848,2.0
13.60101,100.790909,7.0
13.60101,100.79697,1.0
13.60101,100.80303,-5.0
13.60101,100.809091,6.0
13.60101,100.815152,1.0
13.60101,100.821212,1.0
13.60101,100.827273,6.0
13.60101,100.833333,3.0
13.60101,100.839394,6.0
13.60101,100.845455,2.0
13.60101,100.851515,2.0
13.60101,100.857576,5.0
13.60101,100.863636,1.0
13.60101,100.869697,5.0
13.60101,100.875758,4.0
13.60101,100.881818,2.0
13.60101,100.887879,3.0
13.60101,100.893939,5.0
13.60101,100.9,2.0
13.606061,100.3,3.0
13.606061,100.306061,5.0
13.606061,100.312121,4.0
13.606061,100.318182,2.0
13.606061,100.324242,4.0
13.606061,100.330303,4.0
13.606061,100.336364,4.0
13.606061,100.342424,7.0
13.606061,100.348485,1.0
13.606061,100.354545,2.0
13.606061,100.360606,2.0
13.606061,100.366667,5.0
13.606061,100.372727,5.0
13.606061,100.378788,1.0
13.606061,100.384848,5.0
13.606061,100.390909,6.0
13.606061,100.39697,9.0
13.606061,100.40303,3.0
13.606061,100.409091,6.0
13.606061,100.415152,4.0
13.606061,100.421212,6.0
13.606061,100.427273,4.0
13.606061,100.433333,9.0
13.606061,100.439394,6.0
13.606061,100.445455,4.0
13.606061,100.451515,-1.0
13.606061,100.457576,2.0
13.606061,100.463636,5.0
13.606061,100.469697,3.0
13.606061,100.475758,4.0
13.606061,100.481818,2.0
13.606061,100.487879,6.0
13.606061,100.493939,3.0
13.606061,100.5,2.0
13.606061,100.506061,8.0
13.606061,100.512121,1.0
13.606061,100.518182,5.0
13.606061,100.524242,5.0
13.606061,100.530303,8.0
13.606061,100.536364,4.0
13.606061,100.542424,6.0
13.606061,100.548485,8.0
13.606061,100.554545,3.0
13.606061,100.560606,7.0
13.606061,100.566667,7.0
13.606061,100.572727,7.0
13.606061,100.578788,7.0
13.606061,100.584848,7.0
13.606061,100.590909,5.0
13.606061,100.59697,5.0
13.606061,100.60303,4.0
13.606061,100.609091,5.0
13.606061,100.615152,4.0
13.606061,100.621212,4.0
13.606061,100.627273,3.0
13.606061,100.633333,5.0
13.606061,100.639394,2.0
13.606061,100.645455,4.0
13.606061,100.651515,3.0
13.606061,100.657576,5.0
13.606061,100.663636,4.0
13.606061,100.669697,3.0
13.606061,100.675758,2.0
13.606061,100.681818,5.0
13.606061,100.687879,5.0
13.606061,100.693939,3.0
13.606061,100.7,5.0
13.606061,100.706061,5.0
13.606061,100.712121,2.0
13.606061,100.718182,5.0
13.606061,100.724242,4.0
13.606061,100.730303,2.0
13.606061,100.736364,1.0
13.606061,100.742424,5.0
13.606061,100.748485,3.0
13.606061,100.754545,4.0
13.606061,100.760606,6.0
13.606061,100.766667,5.0
13.606061,100.772727,8.0
13.606061,100.778788,-1.0
13.606061,100.784848,4.0
13.606061,100.790909,6.0
13.606061,100.79697,11.0
13.606061,100.80303,5.0
13.606061,100.809091,5.0
13.606061,100.815152,4.0
13.606061,100.821212,4.0
13.606061,100.827273,2.0
13.606061,100.833333,-1.0
13.606061,100.839394,4.0
13.606061,100.845455,5.0
13.606061,100.851515,2.0
13.606061,100.857576,5.0
13.606061,100.863636,1.0
13.606061,100.869697,4.0
13.606061,100.875758,-1.0
13.606061,100.881818,1.0
13.606061,100.887879,5.0
13.606061,100.893939,5.0
13.606061,100.9,5.0
13.611111,100.3,4.0
13.611111,100.306061,5.0
13.611111,100.312121,1.0
13.611111,100.318182,3.0
13.611111,100.324242,2.0
13.611111,100.330303,6.0
13.611111,100.336364,3.0
13.611111,100.342424,4.0
13.611111,100.348485,4.0
13.611111,100.354545,8.0
13.611111,100.360606,2.0
13.611111,100.366667,5.0
13.611111,100.372727,7.0
13.611111,100.378788,5.0
13.611111,100.384848,5.0
13.611111,100.390909,7.0
13.611111,100.39697,-1.0
13.611111,100.40303,3.0
13.611111,100.409091,5.0
13.611111,100.415152,6.0
13.611111,100.421212,5.0
13.611111,100.427273,5.0
13.611111,100.433333,3.0
13.611111,100.439394,3.0
13.611111,100.445455,1.0
13.611111,100.451515,5.0
13.611111,100.457576,3.0
13.611111,100.463636,3.0
13.611111,100.469697,4.0
13.611111,100.475758,4.0
13.611111,100.481818,4.0
13.611111,100.487879,5.0
13.611111,100.493939,2.0
13.611111,100.5,3.0
13.611111,100.506061,2.0
13.611111,100.512121,3.0
13.611111,100.518182,2.0
13.611111,100.524242,5.0
13.611111,100.530303,7.0
13.611111,100.536364,5.0
13.611111,100.542424,6.0
13.611111,100.548485,7.0
13.611111,100.554545,8.0
13.611111,100.560606,5.0
13.611111,100.566667,5.0
13.611111,100.572727,5.0
13.611111,100.578788,5.0
13.611111,100.584848,5.0
13.611111,100.590909,5.0
13.611111,100.59697,5.0
13.611111,100.60303,5.0
13.611111,100.609091,4.0
13.611111,100.615152,3.0
13.611111,100.621212,5.0
13.611111,100.627273,6.0
13.611111,100.633333,4.0
13.611111,100.639394,3.0
13.611111,100.645455,5.0
13.611111,100.651515,5.0
13.611111,100.657576,5.0
13.611111,100.663636,2.0
13.611111,100.669697,4.0
13.611111,100.675758,3.0
13.611111,100.681818,3.0
13.611111,100.687879,3.0
13.611111,100.693939,3.0
13.611111,100.7,3.0
13.611111,100.706061,5.0
13.611111,100.712121,6.0
13.611111,100.718182,5.0
13.611111,100.724242,6.0
13.611111,100.730303,5.0
13.611111,100.736364,3.0
13.611111,100.742424,4.0
13.611111,100.748485,1.0
13.611111,100.754545,8.0
13.611111,100.760606,8.0
13.611111,100.766667,7.0
13.611111,100.772727,5.0
13.611111,100.778788,2.0
13.611111,100.784848,-4.0
13.611111,100.790909,2.0
13.611111,100.79697,3.0
13.611111,100.80303,7.0
13.611111,100.809091,3.0
13.611111,100.815152,3.0
13.611111,100.821212,6.0
13.611111,100.827273,2.0
13.611111,100.833333,4.0
13.611111,100.839394,5.0
13.611111,100.845455,2.0
13.611111,100.851515,3.0
13.611111,100.857576,2.0
13.611111,100.863636,1.0
13.611111,100.869697,2.0
13.611111,100.875758,3.0
13.611111,100.881818,2.0
13.611111,100.887879,4.0
13.611111,100.893939,-1.0
13.611111,100.9,3.0
13.616162,100.3,5.0
13.616162,100.306061,4.0
13.616162,100.312121,4.0
13.616162,100.318182,5.0
13.616162,100.324242,4.0
13.616162,100.330303,2.0
13.616162,100.336364,1.0
13.616162,100.342424,1.0
13.616162,100.348485,4.0
13.616162,100.354545,4.0
13.616162,100.360606,3.0
13.616162,100.366667,5.0
13.616162,100.372727,3.0
13.616162,100.378788,3.0
13.616162,100.384848,1.0
13.616162,100.390909,3.0
13.616162,100.39697,5.0
13.616162,100.40303,6.0
13.616162,100.409091,3.0
13.616162,100.415152,-3.0
13.616162,100.421212,5.0
13.616162,100.427273,5.0
13.616162,100.433333,7.0
13.616162,100.439394,2.0
13.616162,100.445455,5.0
13.616162,100.451515,3.0
13.616162,100.457576,2.0
13.616162,100.463636,6.0
13.616162,100.469697,1.0
13.616162,100.475758,4.0
13.616162,100.481818,3.0
13.616162,100.487879,2.0
13.616162,100.493939,3.0
13.616162,100.5,4.0
13.616162,100.506061,8.0
13.616162,100.512121,5.0
13.616162,100.518182,3.0
13.616162,100.524242,6.0
13.616162,100.530303,11.0
13.616162,100.536364,2.0
13.616162,100.542424,7.0
13.616162,100.548485,7.0
13.616162,100.554545,5.0
13.616162,100.560606,4.0
13.616162,100.566667,4.0
13.616162,100.572727,8.0
13.616162,100.578788,9.0
13.616162,100.584848,9.0
13.616162,100.590909,4.0
13.616162,100.59697,6.0
13.616162,100.60303,5.0
13.616162,100.609091,5.0
13.616162,100.615152,1.0
13.616162,100.621212,8.0
13.616162,100.627273,6.0
13.616162,100.633333,2.0
13.616162,100.639394,8.0
13.616162,100.645455,4.0
13.616162,100.651515,6.0
13.616162,100.657576,8.0
13.616162,100.663636,3.0
13.616162,100.669697,3.0
13.616162,100.675758,4.0
13.616162,100.681818,5.0
13.616162,100.687879,2.0
13.616162,100.693939,2.0
13.616162,100.7,2.0
13.616162,100.706061,-1.0
13.616162,100.712121,1.0
13.616162,100.718182,6.0
13.616162,100.724242,5.0
13.616162,100.730303,4.0
13.616162,100.736364,2.0
13.616162,100.742424,8.0
13.616162,100.748485,10.0
13.616162,100.754545,7.0
13.616162,100.760606,4.0
13.616162,100.766667,3.0
13.616162,100.772727,5.0
13.616162,100.778788,3.0
13.616162,100.784848,1.0
13.616162,100.790909,3.0
13.616162,100.79697,-1.0
13.616162,100.80303,2.0
13.616162,100.809091,-3.0
13.616162,100.815152,5.0
13.616162,100.821212,1.0
13.616162,100.827273,5.0
13.616162,100.833333,5.0
13.616162,100.839394,5.0
13.616162,100.845455,4.0
13.616162,100.851515,4.0
13.616162,100.857576,4.0
13.616162,100.863636,5.0
13.616162,100.869697,-1.0
13.616162,100.875758,3.0
13.616162,100.881818,7.0
13.616162,100.887879,1.0
13.616162,100.893939,2.0
13.616162,100.9,4.0
13.621212,100.3,5.0
13.621212,100.306061,1.0
13.621212,100.312121,2.0
13.621212,100.318182,-16.0
13.621212,100.324242,4.0
13.621212,100.330303,-2.0
13.621212,100.336364,-14.0
13.621212,100.342424,3.0
13.621212,100.348485,6.0
13.621212,100.354545,6.0
13.621212,100.360606,6.0
13.621212,100.366667,2.0
13.621212,100.372727,5.0
13.621212,100.378788,4.0
13.621212,100.384848,3.0
13.621212,100.390909,4.0
13.621212,100.39697,6.0
13.621212,100.40303,7.0
13.621212,100.409091,7.0
13.621212,100.415152,2.0
13.621212,100.421212,7.0
13.621212,100.427273,7.0
13.621212,100.433333,5.0
13.621212,100.439394,4.0
13.621212,100.445455,7.0
13.621212,100.451515,2.0
13.621212,100.457576,3.0
13.621212,100.463636,5.0
13.621212,100.469697,2.0
13.621212,100.475758,2.0
13.621212,100.481818,4.0
13.621212,100.487879,3.0
13.621212,100.493939,3.0
13.621212,100.5,3.0
13.621212,100.506061,4.0
13.621212,100.512121,5.0
13.621212,100.518182,6.0
13.621212,100.524242,8.0
13.621212,100.530303,5.0
13.621212,100.536364,6.0
13.621212,100.542424,6.0
13.621212,100.548485,5.0
13.621212,100.554545,7.0
13.621212,100.560606,10.0
13.621212,100.566667,4.0
13.621212,100.572727,5.0
13.621212,100.578788,7.0
13.621212,100.584848,10.0
13.621212,100.590909,5.0
13.621212,100.59697,4.0
13.621212,100.60303,4.0
13.621212,100.609091,3.0
13.621212,100.615152,4.0
13.621212,100.621212,8.0
13.621212,100.627273,6.0
13.621212,100.633333,6.0
13.621212,100.639394,4.0
13.621212,100.645455,5.0
13.621212,100.651515,4.0
13.621212,100.657576,6.0
13.621212,100.663636,1.0
13.621212,100.669697,2.0
13.621212,100.675758,5.0
13.621212,100.681818,4.0
13.621212,100.687879,1.0
13.621212,100.693939,5.0
13.621212,100.7,3.0
13.621212,100.706061,5.0
13.621212,100.712121,7.0
13.621212,100.718182,5.0
13.621212,100.724242,4.0
13.621212,100.730303,4.0
13.621212,100.736364,4.0
13.621212,100.742424,4.0
13.621212,100.748485,4.0
13.621212,100.754545,5.0
13.621212,100.760606,4.0
13.621212,100.766667,5.0
13.621212,100.772727,4.0
13.621212,100.778788,5.0
13.621212,100.784848,8.0
13.621212,100.790909,2.0
13.621212,100.79697,3.0
13.621212,100.80303,3.0
13.621212,100.809091,5.0
13.621212,100.815152,3.0
13.621212,100.821212,2.0
13.621212,100.827273,3.0
13.621212,100.833333,3.0
13.621212,100.839394,4.0
13.621212,100.845455,4.0
13.621212,100.851515,2.0
13.621212,100.857576,3.0
13.621212,100.863636,4.0
13.621212,100.869697,5.0
13.621212,100.875758,4.0
13.621212,100.881818,3.0
13.621212,100.887879,-1.0
13.621212,100.893939,2.0
13.621212,100.9,1.0
13.626263,100.3,2.0
13.626263,100.306061,8.0
13.626263,100.312121,2.0
13.626263,100.318182,3.0
13.626263,100.324242,5.0
13.626263,100.330303,4.0
13.626263,100.336364,4.0
13.626263,100.342424,2.0
13.626263,100.348485,1.0
13.626263,100.354545,3.0
13.626263,100.360606,5.0
13.626263,100.366667,3.0
13.626263,100.372727,5.0
13.626263,100.378788,7.0
13.626263,100.384848,3.0
13.626263,100.390909,6.0
13.626263,100.39697,4.0
13.626263,100.40303,6.0
13.626263,100.409091,5.0
13.626263,100.415152,3.0
13.626263,100.421212,5.0
13.626263,100.427273,4.0
13.626263,100.433333,6.0
13.626263,100.439394,2.0
13.626263,100.445455,3.0
13.626263,100.451515,4.0
13.626263,100.457576,3.0
13.626263,100.463636,3.0
13.626263,100.469697,3.0
13.626263,100.475758,8.0
13.626263,100.481818,3.0
13.626263,100.487879,4.0
13.626263,100.493939,1.0
13.626263,100.5,2.0
13.626263,100.506061,7.0
13.626263,100.512121,5.0
13.626263,100.518182,7.0
13.626263,100.524242,5.0
13.626263,100.530303,6.0
13.626263,100.536364,4.0
13.626263,100.542424,5.0
13.626263,100.548485,3.0
13.626263,100.554545,4.0
13.626263,100.560606,7.0
13.626263,100.566667,6.0
13.626263,100.572727,9.0
13.626263,100.578788,6.0
13.626263,100.584848,3.0
13.626263,100.590909,5.0
13.626263,100.59697,3.0
13.626263,100.60303,6.0
13.626263,100.609091,6.0
13.626263,100.615152,4.0
13.626263,100.621212,2.0
13.626263,100.627273,6.0
13.626263,100.633333,3.0
13.626263,100.639394,3.0
13.626263,100.645455,7.0
13.626263,100.651515,3.0
13.626263,100.657576,3.0
13.626263,100.663636,2.0
13.626263,100.669697,4.0
13.626263,100.675758,6.0
13.626263,100.681818,3.0
13.626263,100.687879,3.0
13.626263,100.693939,4.0
13.626263,100.7,3.0
13.626263,100.706061,3.0
13.626263,100.712121,-1.0
13.626263,100.718182,4.0
13.626263,100.724242,9.0
13.626263,100.730303,6.0
13.626263,100.736364,3.0
13.626263,100.742424,2.0
13.626263,100.748485,4.0
13.626263,100.754545,4.0
13.626263,100.760606,6.0
13.626263,100.766667,5.0
13.626263,100.772727,3.0
13.626263,100.778788,6.0
13.626263,100.784848,10.0
13.626263,100.790909,3.0
13.626263,100.79697,1.0
13.626263,100.80303,3.0
13.626263,100.809091,1.0
13.626263,100.815152,3.0
13.626263,100.821212,5.0
13.626263,100.827273,3.0
13.626263,100.833333,5.0
13.626263,100.839394,2.0
13.626263,100.845455,2.0
13.626263,100.851515,1.0
13.626263,100.857576,2.0
13.626263,100.863636,4.0
13.626263,100.869697,2.0
13.626263,100.875758,3.0
13.626263,100.881818,-3.0
13.626263,100.887879,3.0
13.626263,100.893939,4.0
13.626263,100.9,4.0
13.631313,100.3,3.0
13.631313,100.306061,6.0
13.631313,100.312121,4.0
13.631313,100.318182,3.0
13.631313,100.324242,4.0
13.631313,100.330303,1.0
13.631313,100.336364,7.0
13.631313,100.342424,8.0
13.631313,100.348485,5.0
13.631313,100.354545,7.0
13.631313,100.360606,3.0
13.631313,100.366667,4.0
13.631313,100.372727,3.0
13.631313,100.378788,4.0
13.631313,100.384848,-1.0
13.631313,100.390909,4.0
13.631313,100.39697,2.0
13.631313,100.40303,5.0
13.631313,100.409091,7.0
13.631313,100.415152,5.0
13.631313,100.421212,5.0
13.631313,100.427273,6.0
13.631313,100.433333,6.0
13.631313,100.439394,1.0
13.631313,100.445455,4.0
13.631313,100.451515,4.0
13.631313,100.457576,5.0
13.631313,100.463636,4.0
13.631313,100.469697,4.0
13.631313,100.475758,2.0
13.631313,100.481818,2.0
13.631313,100.487879,4.0
13.631313,100.493939,1.0
13.631313,100.5,3.0
13.631313,100.506061,8.0
13.631313,100.512121,5.0
13.631313,100.518182,5.0
13.631313,100.524242,4.0
13.631313,100.530303,8.0
13.631313,100.536364,5.0
13.631313,100.542424,8.0
13.631313,100.548485,5.0
13.631313,100.554545,5.0
13.631313,100.560606,6.0
13.631313,100.566667,4.0
13.631313,100.572727,5.0
13.631313,100.578788,3.0
13.631313,100.584848,4.0
13.631313,100.590909,2.0
13.631313,100.59697,4.0
13.631313,100.60303,4.0
13.631313,100.609091,4.0
13.631313,100.615152,4.0
13.631313,100.621212,15.0
13.631313,100.627273,7.0
13.631313,100.633333,1.0
13.631313,100.639394,6.0
13.631313,100.645455,5.0
13.631313,100.651515,5.0
13.631313,100.657576,3.0
13.631313,100.663636,3.0
13.631313,100.669697,3.0
13.631313,100.675758,3.0
13.631313,100.681818,5.0
13.631313,100.687879,6.0
13.631313,100.693939,3.0
13.631313,100.7,-3.0
13.631313,100.706061,-4.0
13.631313,100.712121,3.0
13.631313,100.718182,3.0
13.631313,100.724242,3.0
13.631313,100.730303,8.0
13.631313,100.736364,1.0
13.631313,100.742424,1.0
13.631313,100.748485,5.0
13.631313,100.754545,4.0
13.631313,100.760606,6.0
13.631313,100.766667,6.0
13.631313,100.772727,5.0
13.631313,100.778788,4.0
13.631313,100.784848,4.0
13.631313,100.790909,3.0
13.631313,100.79697,5.0
13.631313,100.80303,5.0
13.631313,100.809091,4.0
13.631313,100.815152,2.0
13.631313,100.821212,4.0
13.631313,100.827273,2.0
13.631313,100.833333,4.0
13.631313,100.839394,5.0
13.631313,100.845455,4.0
13.631313,100.851515,1.0
13.631313,100.857576,2.0
13.631313,100.863636,3.0
13.631313,100.869697,5.0
13.631313,100.875758,3.0
13.631313,100.881818,5.0
13.631313,100.887879,1.0
13.631313,100.893939,3.0
13.631313,100.9,1.0
13.636364,100.3,1.0
13.636364,100.306061,5.0
13.636364,100.312121,4.0
13.636364,100.318182,4.0
13.636364,100.324242,5.0
13.636364,100.330303,9.0
13.636364,100.336364,2.0
13.636364,100.342424,4.0
13.636364,100.348485,1.0
13.636364,100.354545,1.0
13.636364,100.360606,11.0
13.636364,100.366667,7.0
13.636364,100.372727,5.0
13.636364,100.378788,5.0
13.636364,100.384848,7.0
13.636364,100.390909,1.0
13.636364,100.39697,8.0
13.636364,100.40303,6.0
13.636364,100.409091,5.0
13.636364,100.415152,4.0
13.636364,100.421212,5.0
13.636364,100.427273,2.0
13.636364,100.433333,6.0
13.636364,100.439394,5.0
13.636364,100.445455,4.0
13.636364,100.451515,4.0
13.636364,100.457576,4.0
13.636364,100.463636,3.0
13.636364,100.469697,3.0
13.636364,100.475758,4.0
13.636364,100.481818,5.0
13.636364,100.487879,4.0
13.636364,100.493939,3.0
13.636364,100.5,4.0
13.636364,100.506061,3.0
13.636364,100.512121,7.0
13.636364,100.518182,6.0
13.636364,100.524242,3.0
13.636364,100.530303,6.0
13.636364,100.536364,5.0
13.636364,100.542424,11.0
13.636364,100.548485,5.0
13.636364,100.554545,4.0
13.636364,100.560606,5.0
13.636364,100.566667,6.0
13.636364,100.572727,4.0
13.636364,100.578788,7.0
13.636364,100.584848,5.0
13.636364,100.590909,6.0
13.636364,100.59697,7.0
13.636364,100.60303,3.0
13.636364,100.609091,5.0
13.636364,100.615152,2.0
13.636364,100.621212,6.0
13.636364,100.627273,6.0
13.636364,100.633333,7.0
13.636364,100.639394,4.0
13.636364,100.645455,4.0
13.636364,100.651515,4.0
13.636364,100.657576,4.0
13.636364,100.663636,3.0
13.636364,100.669697,3.0
13.636364,100.675758,2.0
13.636364,100.681818,3.0
13.636364,100.687879,6.0
13.636364,100.693939,1.0
13.636364,100.7,4.0
13.636364,100.706061,5.0
13.636364,100.712121,4.0
13.636364,100.718182,5.0
13.636364,100.724242,4.0
13.636364,100.730303,2.0
13.636364,100.736364,4.0
13.636364,100.742424,5.0
13.636364,100.748485,4.0
13.636364,100.754545,1.0
13.636364,100.760606,2.0
13.636364,100.766667,4.0
13.636364,100.772727,3.0
13.636364,100.778788,-1.0
13.636364,100.784848,4.0
13.636364,100.790909,5.0
13.636364,100.79697,-1.0
13.636364,100.80303,5.0
13.636364,100.809091,4.0
13.636364,100.815152,1.0
13.636364,100.821212,6.0
13.636364,100.827273,2.0
13.636364,100.833333,5.0
13.636364,100.839394,3.0
13.636364,100.845455,5.0
13.636364,100.851515,5.0
13.636364,100.857576,3.0
13.636364,100.863636,8.0
13.636364,100.869697,3.0
13.636364,100.875758,3.0
13.636364,100.881818,5.0
13.636364,100.887879,2.0
13.636364,100.893939,3.0
13.636364,100.9,1.0
13.641414,100.3,6.0
13.641414,100.306061,4.0
13.641414,100.312121,5.0
13.641414,100.318182,4.0
13.641414,100.324242,5.0
13.641414,100.330303,4.0
13.641414,100.336364,3.0
13.641414,100.342424,2.0
13.641414,100.348485,2.0
13.641414,100.354545,5.0
13.641414,100.360606,6.0
13.641414,100.366667,4.0
13.641414,100.372727,5.0
13.641414,100.378788,7.0
13.641414,100.384848,1.0
13.641414,100.390909,8.0
13.641414,100.39697,4.0
13.641414,100.40303,1.0
13.641414,100.409091,3.0
13.641414,100.415152,4.0
13.641414,100.421212,4.0
13.641414,100.427273,6.0
13.641414,100.433333,2.0
13.641414,100.439394,7.0
13.641414,100.445455,5.0
13.641414,100.451515,3.0
13.641414,100.457576,3.0
13.641414,100.463636,5.0
13.641414,100.469697,7.0
13.641414,100.475758,5.0
13.641414,100.481818,2.0
13.641414,100.487879,3.0
13.641414,100.493939,7.0
13.641414,100.5,4.0
13.641414,100.506061,3.0
13.641414,100.512121,3.0
13.641414,100.518182,1.0
13.641414,100.524242,4.0
13.641414,100.530303,6.0
13.641414,100.536364,5.0
13.641414,100.542424,6.0
13.641414,100.548485,6.0
13.641414,100.554545,11.0
13.641414,100.560606,6.0
13.641414,100.566667,6.0
13.641414,100.572727,5.0
13.641414,100.578788,3.0
13.641414,100.584848,7.0
13.641414,100.590909,9.0
13.641414,100.59697,2.0
13.641414,100.60303,8.0
13.641414,100.609091,5.0
13.641414,100.615152,5.0
13.641414,100.621212,6.0
13.641414,100.627273,5.0
13.641414,100.633333,4.0
13.641414,100.639394,6.0
13.641414,100.645455,9.0
13.641414,100.651515,10.0
13.641414,100.657576,2.0
13.641414,100.663636,1.0
13.641414,100.669697,3.0
13.641414,100.675758,1.0
13.641414,100.681818,8.0
13.641414,100.687879,2.0
13.641414,100.693939,5.0
13.641414,100.7,9.0
13.641414,100.706061,2.0
13.641414,100.712121,3.0
13.641414,100.718182,5.0
13.641414,100.724242,5.0
13.641414,100.730303,2.0
13.641414,100.736364,3.0
13.641414,100.742424,5.0
13.641414,100.748485,15.0
13.641414,100.754545,4.0
13.641414,100.760606,3.0
13.641414,100.766667,2.0
13.641414,100.772727,6.0
13.641414,100.778788,3.0
13.641414,100.784848,4.0
13.641414,100.790909,3.0
13.641414,100.79697,4.0
13.641414,100.80303,6.0
13.641414,100.809091,2.0
13.641414,100.815152,5.0
13.641414,100.821212,3.0
13.641414,100.827273,4.0
13.641414,100.833333,4.0
13.641414,100.839394,6.0
13.641414,100.845455,5.0
13.641414,100.851515,2.0
13.641414,100.857576,2.0
13.641414,100.863636,5.0
13.641414,100.869697,5.0
13.641414,100.875758,5.0
13.641414,100.881818,3.0
13.641414,100.887879,3.0
13.641414,100.893939,2.0
13.641414,100.9,5.0
13.646465,100.3,4.0
13.646465,100.306061,2.0
13.646465,100.312121,6.0
13.646465,100.318182,4.0
13.646465,100.324242,3.0
13.646465,100.330303,4.0
13.646465,100.336364,4.0
13.646465,100.342424,3.0
13.646465,100.348485,6.0
13.646465,100.354545,7.0
13.646465,100.360606,6.0
13.646465,100.366667,4.0
13.646465,100.372727,3.0
13.646465,100.378788,4.0
13.646465,100.384848,5.0
13.646465,100.390909,6.0
13.646465,100.39697,3.0
13.646465,100.40303,7.0
13.646465,100.409091,3.0
13.646465,100.415152,3.0
13.646465,100.421212,4.0
13.646465,100.427273,6.0
13.646465,100.433333,2.0
13.646465,100.439394,2.0
13.646465,100.445455,3.0
13.646465,100.451515,6.0
13.646465,100.457576,5.0
13.646465,100.463636,6.0
13.646465,100.469697,3.0
13.646465,100.475758,4.0
13.646465,100.481818,5.0
13.646465,100.487879,6.0
13.646465,100.493939,10.0
13.646465,100.5,6.0
13.646465,100.506061,4.0
13.646465,100.512121,2.0
13.646465,100.518182,4.0
13.646465,100.524242,6.0
13.646465,100.530303,8.0
13.646465,100.536364,5.0
13.646465,100.542424,4.0
13.646465,100.548485,-1.0
13.646465,100.554545,12.0
13.646465,100.560606,8.0
13.646465,100.566667,8.0
13.646465,100.572727,15.0
13.646465,100.578788,10.0
13.646465,100.584848,6.0
13.646465,100.590909,6.0
13.646465,100.59697,7.0
13.646465,100.60303,5.0
13.646465,100.609091,5.0
13.646465,100.615152,4.0
13.646465,100.621212,7.0
13.646465,100.627273,5.0
13.646465,100.633333,3.0
13.646465,100.639394,5.0
13.646465,100.645455,9.0
13.646465,100.651515,2.0
13.646465,100.657576,4.0
13.646465,100.663636,2.0
13.646465,100.669697,2.0
13.646465,100.675758,3.0
13.646465,100.681818,6.0
13.646465,100.687879,11.0
13.646465,100.693939,3.0
13.646465,100.7,4.0
13.646465,100.706061,4.0
13.646465,100.712121,5.0
13.646465,100.718182,3.0
13.646465,100.724242,2.0
13.646465,100.730303,2.0
13.646465,100.736364,3.0
13.646465,100.742424,4.0
13.646465,100.748485,1.0
13.646465,100.754545,6.0
13.646465,100.760606,5.0
13.646465,100.766667,1.0
13.646465,100.772727,4.0
13.646465,100.778788,7.0
13.646465,100.784848,6.0
13.646465,100.790909,4.0
13.646465,100.79697,8.0
13.646465,100.80303,2.0
13.646465,100.809091,4.0
13.646465,100.815152,5.0
13.646465,100.821212,6.0
13.646465,100.827273,1.0
13.646465,100.833333,2.0
13.646465,100.839394,5.0
13.646465,100.845455,3.0
13.646465,100.851515,1.0
13.646465,100.857576,5.0
13.646465,100.863636,3.0
13.646465,100.869697,1.0
13.646465,100.875758,7.0
13.646465,100.881818,5.0
13.646465,100.887879,3.0
13.646465,100.893939,3.0
13.646465,100.9,3.0
13.651515,100.3,4.0
13.651515,100.306061,3.0
13.651515,100.312121,4.0
13.651515,100.318182,1.0
13.651515,100.324242,3.0
13.651515,100.330303,6.0
13.651515,100.336364,4.0
13.651515,100.342424,4.0
13.651515,100.348485,3.0
13.651515,100.354545,6.0
13.651515,100.360606,6.0
13.651515,100.366667,5.0
13.651515,100.372727,6.0
13.651515,100.378788,5.0
13.651515,100.384848,2.0
13.651515,100.390909,8.0
13.651515,100.39697,1.0
13.651515,100.40303,3.0
13.651515,100.409091,5.0
13.651515,100.415152,5.0
13.651515,100.421212,3.0
13.651515,100.427273,6.0
13.651515,100.433333,8.0
13.651515,100.439394,7.0
13.651515,100.445455,10.0
13.651515,100.451515,3.0
13.651515,100.457576,5.0
13.651515,100.463636,6.0
13.651515,100.469697,6.0
13.651515,100.475758,6.0
13.651515,100.481818,3.0
13.651515,100.487879,12.0
13.651515,100.493939,9.0
13.651515,100.5,4.0
13.651515,100.506061,5.0
