lat,lon,elevation_m
13.535354,100.869697,3.0
13.535354,100.875758,4.0
13.535354,100.881818,5.0
13.535354,100.887879,2.0
13.535354,100.893939,1.0
13.535354,100.9,4.0
13.540404,100.3,5.0
13.540404,100.306061,1.0
13.540404,100.312121,2.0
13.540404,100.318182,1.0
13.540404,100.324242,2.0
13.540404,100.330303,5.0
13.540404,100.336364,3.0
13.540404,100.342424,6.0
13.540404,100.348485,6.0
13.540404,100.354545,-3.0
13.540404,100.360606,-2.0
13.540404,100.366667,-2.0
13.540404,100.372727,-2.0
13.540404,100.378788,-1.0
13.540404,100.384848,5.0
13.540404,100.390909,7.0
13.540404,100.39697,5.0
13.540404,100.40303,5.0
13.540404,100.409091,5.0
13.540404,100.415152,5.0
13.540404,100.421212,5.0
13.540404,100.427273,2.0
13.540404,100.433333,5.0
13.540404,100.439394,5.0
13.540404,100.445455,4.0
13.540404,100.451515,5.0
13.540404,100.457576,2.0
13.540404,100.463636,-5.0
13.540404,100.469697,-1.0
13.540404,100.475758,1.0
13.540404,100.481818,4.0
13.540404,100.487879,5.0
13.540404,100.493939,5.0
13.540404,100.5,4.0
13.540404,100.506061,2.0
13.540404,100.512121,8.0
13.540404,100.518182,3.0
13.540404,100.524242,1.0
13.540404,100.530303,5.0
13.540404,100.536364,5.0
13.540404,100.542424,4.0
13.540404,100.548485,1.0
13.540404,100.554545,1.0
13.540404,100.560606,4.0
13.540404,100.566667,4.0
13.540404,100.572727,8.0
13.540404,100.578788,4.0
13.540404,100.584848,5.0
13.540404,100.590909,5.0
13.540404,100.59697,5.0
13.540404,100.60303,5.0
13.540404,100.609091,5.0
13.540404,100.615152,6.0
13.540404,100.621212,5.0
13.540404,100.627273,2.0
13.540404,100.633333,2.0
13.540404,100.639394,11.0
13.540404,100.645455,5.0
13.540404,100.651515,6.0
13.540404,100.657576,7.0
13.540404,100.663636,4.0
13.540404,100.669697,3.0
13.540404,100.675758,4.0
13.540404,100.681818,2.0
13.540404,100.687879,5.0
13.540404,100.693939,2.0
13.540404,100.7,3.0
13.540404,100.706061,1.0
13.540404,100.712121,2.0
13.540404,100.718182,2.0
13.540404,100.724242,1.0
13.540404,100.730303,2.0
13.540404,100.736364,3.0
13.540404,100.742424,4.0
13.540404,100.748485,3.0
13.540404,100.754545,3.0
13.540404,100.760606,3.0
13.540404,100.766667,2.0
13.540404,100.772727,1.0
13.540404,100.778788,1.0
13.540404,100.784848,1.0
13.540404,100.790909,5.0
13.540404,100.79697,3.0
13.540404,100.80303,-1.0
13.540404,100.809091,3.0
13.540404,100.815152,5.0
13.540404,100.821212,1.0
13.540404,100.827273,5.0
13.540404,100.833333,1.0
13.540404,100.839394,1.0
13.540404,100.845455,3.0
13.540404,100.851515,1.0
13.540404,100.857576,5.0
13.540404,100.863636,5.0
13.540404,100.869697,4.0
13.540404,100.875758,1.0
13.540404,100.881818,2.0
13.540404,100.887879,4.0
13.540404,100.893939,2.0
13.540404,100.9,2.0
13.545455,100.3,10.0
13.545455,100.306061,5.0
13.545455,100.312121,4.0
13.545455,100.318182,4.0
13.545455,100.324242,1.0
13.545455,100.330303,5.0
13.545455,100.336364,5.0
13.545455,100.342424,2.0
13.545455,100.348485,6.0
13.545455,100.354545,-1.0
13.545455,100.360606,-2.0
13.545455,100.366667,-1.0
13.545455,100.372727,-1.0
13.545455,100.378788,-1.0
13.545455,100.384848,-1.0
13.545455,100.390909,5.0
13.545455,100.39697,5.0
13.545455,100.40303,5.0
13.545455,100.409091,1.0
13.545455,100.415152,5.0
13.545455,100.421212,5.0
13.545455,100.427273,5.0
13.545455,100.433333,5.0
13.545455,100.439394,5.0
13.545455,100.445455,2.0
13.545455,100.451515,-1.0
13.545455,100.457576,1.0
13.545455,100.463636,4.0
13.545455,100.469697,5.0
13.545455,100.475758,3.0
13.545455,100.481818,2.0
13.545455,100.487879,7.0
13.545455,100.493939,6.0
13.545455,100.5,6.0
13.545455,100.506061,1.0
13.545455,100.512121,6.0
13.545455,100.518182,1.0
13.545455,100.524242,1.0
13.545455,100.530303,4.0
13.545455,100.536364,1.0
13.545455,100.542424,1.0
13.545455,100.548485,1.0
13.545455,100.554545,3.0
13.545455,100.560606,7.0
13.545455,100.566667,5.0
13.545455,100.572727,1.0
13.545455,100.578788,9.0
13.545455,100.584848,5.0
13.545455,100.590909,5.0
13.545455,100.59697,5.0
13.545455,100.60303,7.0
13.545455,100.609091,8.0
13.545455,100.615152,4.0
13.545455,100.621212,3.0
13.545455,100.627273,6.0
13.545455,100.633333,6.0
13.545455,100.639394,2.0
13.545455,100.645455,-4.0
13.545455,100.651515,5.0
13.545455,100.657576,6.0
13.545455,100.663636,2.0
13.545455,100.669697,7.0
13.545455,100.675758,2.0
13.545455,100.681818,3.0
13.545455,100.687879,2.0
13.545455,100.693939,2.0
13.545455,100.7,-1.0
13.545455,100.706061,2.0
13.545455,100.712121,3.0
13.545455,100.718182,3.0
13.545455,100.724242,4.0
13.545455,100.730303,1.0
13.545455,100.736364,1.0
13.545455,100.742424,1.0
13.545455,100.748485,4.0
13.545455,100.754545,5.0
13.545455,100.760606,4.0
13.545455,100.766667,1.0
13.545455,100.772727,2.0
13.545455,100.778788,2.0
13.545455,100.784848,1.0
13.545455,100.790909,2.0
13.545455,100.79697,1.0
13.545455,100.80303,4.0
13.545455,100.809091,-3.0
13.545455,100.815152,3.0
13.545455,100.821212,4.0
13.545455,100.827273,2.0
13.545455,100.833333,1.0
13.545455,100.839394,5.0
13.545455,100.845455,4.0
13.545455,100.851515,5.0
13.545455,100.857576,1.0
13.545455,100.863636,3.0
13.545455,100.869697,2.0
13.545455,100.875758,-1.0
13.545455,100.881818,4.0
13.545455,100.887879,2.0
13.545455,100.893939,1.0
13.545455,100.9,1.0
13.550505,100.3,5.0
13.550505,100.306061,10.0
